constraint_suite,method,seed,grid_size,rm_variant,rm_input_mode,rm_hidden,rm_layers,outer_iter,true_eval_return,learned_eval_return,true_ndh,true_ndh_norm,true_autc,true_autc_norm,reward_model_drift,reward_model_pref_accuracy,approx_policy_kl,preference_dataset_size,rm_updated,clip_epsilon,clip_eps_base,critic_error,kl_coef,kl_target,ref_policy_kl
kl,fixed_rm_static_kl,1,10,full_rm,onehot,96,2,7,0.5893333333333332,-2.551508272687594,-0.02199999999999991,-0.018404907975460048,0.3093333333333331,0.7473508087005021,0.0,0.8333333333333334,0.00033695752141406506,128,0,nan,nan,nan,0.1,0.02,0.001065556477341387
kl,fixed_rm_static_kl,1,10,full_rm,onehot,96,2,8,0.6713333333333333,-1.293735866745313,0.0,0.0,0.34945833333333315,0.7435939989378649,0.0,0.8333333333333334,0.00045732917481536295,128,0,nan,nan,nan,0.1,0.02,0.0015172726060781213
kl,fixed_rm_static_kl,1,10,full_rm,onehot,96,2,9,0.6086666666666665,-0.8512056708335877,-0.06266666666666687,-0.04992033988316531,0.3817407407407406,0.7693102023957041,0.0,0.8333333333333334,0.0007732373888985622,128,0,nan,nan,nan,0.1,0.02,0.0014616736831764379
kl,fixed_rm_static_kl,1,10,full_rm,onehot,96,2,10,0.5706666666666664,-1.0391932954390843,-0.1006666666666669,-0.08019118428040378,0.4025333333333331,0.7858736059479553,0.0,0.8333333333333334,0.00017533935606361343,128,0,nan,nan,nan,0.1,0.02,0.00025404663756489754
kl,fixed_rm_static_kl,1,10,full_rm,onehot,96,2,11,0.5719999999999998,-0.5860972742239634,-0.0993333333333335,-0.07912904938927255,0.41787878787878774,0.7980978129677013,0.0,0.8333333333333334,0.000515192789382415,128,0,nan,nan,nan,0.1,0.02,0.0022834300373991328
kl,fixed_rm_static_kl,1,10,full_rm,onehot,96,2,12,0.5539999999999999,-1.1976991390188536,-0.1173333333333334,-0.09346787041954331,0.42997222222222203,0.8077314568950255,0.0,0.8333333333333334,0.0006319578911998833,128,0,nan,nan,nan,0.1,0.02,0.0023226914409961966
kl,fixed_rm_static_kl,1,10,full_rm,onehot,96,2,13,0.5486666666666665,-0.7983147174119949,-0.12266666666666681,-0.09771640998406807,0.43930769230769207,0.8151681032721924,0.0,0.8333333333333334,0.0011346380768929793,128,0,nan,nan,nan,0.1,0.02,0.00431496768982874
kl,fixed_rm_static_kl,1,10,full_rm,onehot,96,2,14,0.5359999999999998,-1.1331973294417064,-0.13533333333333353,-0.10780669144981425,0.44666666666666655,0.8210302708443972,0.0,0.8333333333333334,0.00025043315950932295,128,0,nan,nan,nan,0.1,0.02,0.0006121148665746053
kl,fixed_rm_static_kl,1,10,full_rm,onehot,96,2,15,0.7293333333333333,-0.3628711402416229,0.0,0.0,0.4590666666666665,0.794213197969543,0.0,0.8333333333333334,7.234812797071721e-05,128,0,nan,nan,nan,0.1,0.02,0.0001844034737182988
kl,fixed_rm_static_kl,1,10,full_rm,onehot,96,2,16,0.7406666666666666,-0.6088797907034557,0.0,0.0,0.4763124999999998,0.8004372169099143,0.0,0.8333333333333334,0.0002215506690960218,128,0,nan,nan,nan,0.1,0.02,0.0010089045907888147
kl,fixed_rm_static_kl,1,10,full_rm,onehot,96,2,17,0.766,-0.3730774462223053,0.0,0.0,0.4926078431372548,0.7974872912127814,0.0,0.8333333333333334,0.0004006458945772722,128,0,nan,nan,nan,0.1,0.02,0.001217510189033217
kl,fixed_rm_static_kl,1,10,full_rm,onehot,96,2,18,0.6553333333333332,0.0010585943857828776,-0.1106666666666668,-0.0819753086419754,0.5047222222222221,0.8064609053497943,0.0,0.8333333333333334,0.0002985130714075437,128,0,nan,nan,nan,0.1,0.02,0.0010500924351314702
kl,fixed_rm_static_kl,1,10,full_rm,onehot,96,2,19,0.6466666666666667,-0.14693128565947214,-0.11933333333333329,-0.08839506172839502,0.5124210526315789,0.8121637426900584,0.0,0.8333333333333334,0.0001877674483304861,128,0,nan,nan,nan,0.1,0.02,0.0004655097921689351
kl,fixed_rm_static_kl,1,10,full_rm,onehot,96,2,20,0.5286666666666666,0.2680944919586182,-0.2373333333333334,-0.1758024691358025,0.5161833333333331,0.8149506172839507,0.0,0.8333333333333334,0.00036051694809848456,128,0,nan,nan,nan,0.1,0.02,0.0015597942078279124
kl,fixed_rm_static_kl,1,10,full_rm,onehot,96,2,21,0.5199999999999999,1.353271739681562,-0.2460000000000001,-0.18222222222222229,0.5165714285714285,0.8152380952380953,0.0,0.8333333333333334,0.0005459188931304988,128,0,nan,nan,nan,0.1,0.02,0.0013898565019998285
kl,fixed_rm_static_kl,1,10,full_rm,onehot,96,2,22,0.2126666666666664,2.0344152569770815,-0.5533333333333337,-0.40987654320987676,0.509742424242424,0.8101795735129069,0.0,0.8333333333333334,0.0010691099941800256,128,0,nan,nan,nan,0.1,0.02,0.0027976984468599158
kl,fixed_rm_static_kl,1,10,full_rm,onehot,96,2,23,0.0959999999999998,1.9394950479269029,-0.6700000000000003,-0.49629629629629646,0.49428985507246365,0.7987332259796028,0.0,0.8333333333333334,0.002090433635658578,128,0,nan,nan,nan,0.1,0.02,0.004444281570613384
kl,fixed_rm_static_kl,1,10,full_rm,onehot,96,2,24,0.3119999999999998,3.3564488927523297,-0.45400000000000024,-0.3362962962962964,0.4821944444444443,0.7897736625514403,0.0,0.8333333333333334,0.003977177899590607,128,0,nan,nan,nan,0.1,0.02,0.014913089314682618
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,0,-0.15133333333333354,-2.3980355143547056,0.0,0.0,0.0,0.0,0.0,0.8,0.00018866059020995906,128,0,nan,nan,nan,0.1,0.02,0.0008282841493686041
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,1,-0.19266666666666696,-1.4046333452065787,-0.041333333333333416,0.0,-0.17200000000000026,0.0,0.0,0.8,0.0002915770201529068,128,0,nan,nan,nan,0.1,0.02,0.0011956056890388331
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,2,-0.3260000000000003,-1.1677650213241577,-0.17466666666666675,0.0,-0.21566666666666695,0.0,0.0,0.8,0.0003575489951370969,128,0,nan,nan,nan,0.1,0.02,0.0016191616240474912
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,3,-0.09866666666666692,-0.7932352423667908,0.0,0.0,-0.21455555555555583,-1.2004219409282721,0.0,0.8,0.0001577492442190927,128,0,nan,nan,nan,0.1,0.02,0.0006912508979439735
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,4,-0.005333333333333546,-1.239011432727178,0.0,0.0,-0.17391666666666694,-0.154680365296804,0.0,0.8,0.00041086708618061503,128,0,nan,nan,nan,0.1,0.02,0.0018910945703585942
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,5,-0.061333333333333545,-1.3383514563242593,-0.056,-0.3835616438356165,-0.1458000000000003,0.037899543378995065,0.0,0.8,0.0002709605733395077,128,0,nan,nan,nan,0.1,0.02,0.0009249280103378826
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,6,0.11066666666666646,-0.903576830526193,0.0,0.0,-0.11738888888888914,0.12955894826123823,0.0,0.8,8.754133781025162e-05,128,0,nan,nan,nan,0.1,0.02,0.00021596661665373377
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,7,0.21599999999999978,-1.6543774058421452,0.0,0.0,-0.07728571428571451,0.20158154005703913,0.0,0.8,0.0001508642476312432,128,0,nan,nan,nan,0.1,0.02,0.0005602590843207306
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,8,0.07666666666666642,0.841980184117953,-0.13933333333333336,-0.37931034482758635,-0.04933333333333358,0.27767695099818507,0.0,0.8,0.00031648075204465046,128,0,nan,nan,nan,0.1,0.02,0.0010850857943296432
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,9,-0.021333333333333544,0.3485825598239899,-0.2373333333333333,-0.6460980036297641,-0.04077777777777801,0.3009679370840895,0.0,0.8,0.0006789362875881944,128,0,nan,nan,nan,0.1,0.02,0.0022290310718946988
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,10,0.15066666666666648,0.7141338467597962,-0.0653333333333333,-0.17785843920145183,-0.03023333333333358,0.32967332123411974,0.0,0.8,0.0005568672578294379,128,0,nan,nan,nan,0.1,0.02,0.0023165008881025845
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,11,0.29133333333333317,0.9225198328495026,0.0,0.0,-0.0073939393939396365,0.3251642935377874,0.0,0.8,0.0009429829799502162,128,0,nan,nan,nan,0.1,0.02,0.004364028728256622
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,12,0.6199999999999999,1.1078504065672556,0.0,0.0,0.031194444444444237,0.23663929703255543,0.0,0.8,0.0002626933853284379,128,0,nan,nan,nan,0.1,0.02,0.0009776765170196693
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,13,0.17799999999999983,2.404515595237414,-0.44200000000000006,-0.5730337078651685,0.05948717948717924,0.27331959311216003,0.0,0.8,0.0009659222602321493,128,0,nan,nan,nan,0.1,0.02,0.002266514373736249
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,14,0.26199999999999984,2.615608952442805,-0.35800000000000004,-0.4641313742437338,0.07095238095238075,0.28818372638597356,0.0,0.8,0.001710941772797918,128,0,nan,nan,nan,0.1,0.02,0.0061819975574811305
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,15,0.3419999999999998,1.4944193094968796,-0.2780000000000001,-0.3604148660328436,0.08635555555555535,0.30815326995102277,0.0,0.8,0.0030539991431247637,128,0,nan,nan,nan,0.1,0.02,0.0123006797188686
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,16,-0.058000000000000204,5.7675760587056475,-0.678,-0.8789974070872947,0.08983333333333313,0.31266205704407946,0.0,0.8,0.003000096167246487,128,0,nan,nan,nan,0.1,0.02,0.008642188376850551
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,17,-0.16733333333333358,5.209210906426112,-0.7873333333333334,-1.020743301642178,0.07792156862745074,0.29721897402003145,0.0,0.8,0.003493337484416141,128,0,nan,nan,nan,0.1,0.02,0.00996827432471845
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,18,0.6939999999999998,4.960536982615789,0.0,0.0,0.08822222222222204,0.2833859095688748,0.0,0.8,0.00378300000385144,128,0,nan,nan,nan,0.1,0.02,0.016606073981771868
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,19,0.3899999999999998,5.9519201477368675,-0.30400000000000005,-0.359621451104101,0.11210526315789454,0.3116387182467209,0.0,0.8,0.0008256477490884243,128,0,nan,nan,nan,0.1,0.02,0.0019465099192327922
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,20,-0.10933333333333352,9.753582522769769,-0.8033333333333333,-0.9503154574132492,0.11351666666666643,0.3133083596214511,0.0,0.8,0.005179319666038148,128,0,nan,nan,nan,0.1,0.02,0.025723632528550092
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,21,0.1239999999999998,10.98155990242958,-0.5700000000000001,-0.6742902208201893,0.10846031746031722,0.30732687396725245,0.0,0.8,0.004574834187237229,128,0,nan,nan,nan,0.1,0.02,0.0037781985269652475
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,22,-0.22666666666666693,8.65769675175349,-0.9206666666666667,-1.0891167192429023,0.10119696969696952,0.29873458560367083,0.0,0.8,0.004036057829302757,128,0,nan,nan,nan,0.1,0.02,0.00718902222191294
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,23,-0.018000000000000238,9.066488323857387,-0.7120000000000001,-0.8422712933753944,0.09147826086956505,0.28723769030311347,0.0,0.8,0.0032305558584591392,128,0,nan,nan,nan,0.1,0.02,0.00844757098497616
kl,fixed_rm_static_kl,2,10,full_rm,onehot,96,2,24,-0.06733333333333355,11.61094490836064,-0.7613333333333334,-0.9006309148264985,0.08588888888888868,0.28062565720294425,0.0,0.8,0.02820935856959756,128,0,nan,nan,nan,0.1,0.02,0.019097192833820976
kl,updated_rm_static_kl,0,10,full_rm,onehot,96,2,0,-0.2233333333333336,-1.8885416408379874,0.0,0.0,0.0,0.0,0.0,0.7833333333333333,0.00013656038269502544,128,0,nan,nan,nan,0.1,0.02,0.0005359875762628184
kl,updated_rm_static_kl,0,10,full_rm,onehot,96,2,1,-0.1266666666666669,-0.6201980551083882,0.0,0.0,-0.17500000000000027,0.5,0.0,0.7833333333333333,0.0002991288757181434,128,0,nan,nan,nan,0.1,0.02,0.0007436813062263859
kl,updated_rm_static_kl,0,10,full_rm,onehot,96,2,2,-0.07400000000000023,-0.6737624814112981,0.0,0.0,-0.1376666666666669,0.5736607142857144,0.0,0.7833333333333333,0.0005015038137673517,128,0,nan,nan,nan,0.1,0.02,0.0018269516941573885
kl,updated_rm_static_kl,0,10,full_rm,onehot,96,2,3,0.17399999999999974,-0.48840493659178413,0.0,0.0,-0.07511111111111135,0.37304250559284124,0.0,0.7833333333333333,4.563428786423055e-05,128,0,nan,nan,nan,0.1,0.02,6.853012988964716e-05
kl,updated_rm_static_kl,0,10,full_rm,onehot,96,2,4,0.3399999999999998,0.40191840728123984,0.0,0.0,0.007916666666666433,0.4105029585798816,0.0,0.7833333333333333,0.00025828311201954294,128,0,nan,nan,nan,0.1,0.02,0.0008168855888975991
kl,updated_rm_static_kl,0,10,full_rm,onehot,96,2,5,0.5439999999999999,-0.44043116172154745,0.0,0.0,0.09473333333333309,0.4145091225021719,1.7812216173857451,0.7833333333333333,0.0014983755438860867,176,1,nan,nan,nan,0.1,0.02,0.006970078736129734
kl,updated_rm_static_kl,0,10,full_rm,onehot,96,2,6,0.40733333333333316,-0.9260118981202443,-0.13666666666666677,-0.1781059947871417,0.15822222222222204,0.49724876918621486,1.7812216173857451,0.7833333333333333,0.0004874088153378907,176,0,nan,nan,nan,0.1,0.02,0.002172201613171233
kl,updated_rm_static_kl,0,10,full_rm,onehot,96,2,7,0.35933333333333317,-0.2731287360191345,-0.18466666666666676,-0.24066029539530848,0.1903809523809522,0.5391584957180091,1.7812216173857451,0.7833333333333333,0.0002303587735860979,176,0,nan,nan,nan,0.1,0.02,0.0009306543506681919
kl,updated_rm_static_kl,0,10,full_rm,onehot,96,2,8,0.5013333333333333,0.10442704359690348,-0.04266666666666663,-0.055603822762814885,0.22037499999999982,0.5782471763683753,1.7812216173857451,0.7833333333333333,0.0007871278231417787,176,0,nan,nan,nan,0.1,0.02,0.001063954136851761
kl,updated_rm_static_kl,0,10,full_rm,onehot,96,2,9,0.7520000000000001,-0.1940562625726064,0.0,0.0,0.2655185185185184,0.5012151591098959,1.7812216173857451,0.7833333333333333,0.00080507679265612,176,0,nan,nan,nan,0.1,0.02,0.0026835697289142343
kl,updated_rm_static_kl,0,10,full_rm,onehot,96,2,10,0.8260000000000001,-1.72540682554245,0.0,0.0,0.3178666666666665,0.5157560355781449,2.9690025709569454,0.7833333333333333,0.0022109586213144264,224,1,nan,nan,nan,0.1,0.02,0.009008942171931267
kl,updated_rm_static_kl,0,10,full_rm,onehot,96,2,11,0.798,-1.8614698847134907,-0.028000000000000025,-0.02668360864040662,0.36278787878787866,0.5585653228601132,2.9690025709569454,0.7833333333333333,0.000991050237139135,224,0,nan,nan,nan,0.1,0.02,0.003938344203763538
kl,updated_rm_static_kl,0,10,full_rm,onehot,96,2,12,0.8346666666666667,-1.1994680047035218,0.0,0.0,0.40058333333333324,0.58971329552615,2.9690025709569454,0.7833333333333333,0.0006303711793282096,224,0,nan,nan,nan,0.1,0.02,0.0007838143242730035
kl,updated_rm_static_kl,0,10,full_rm,onehot,96,2,13,0.7993333333333335,-1.1156131505966187,-0.03533333333333322,-0.03339634530560795,0.4326153846153845,0.6199893364354612,2.9690025709569454,0.7833333333333333,0.0007353495874820624,224,0,nan,nan,nan,0.1,0.02,0.0019187642157905633
kl,updated_rm_static_kl,0,10,full_rm,onehot,96,2,14,0.8113333333333334,-0.8149833063284556,-0.023333333333333317,-0.02205419029615625,0.4592380952380951,0.645152578990008,2.9690025709569454,0.7833333333333333,0.001138400066881851,224,0,nan,nan,nan,0.1,0.02,0.0013276864257123736
kl,updated_rm_static_kl,0,10,full_rm,onehot,96,2,15,0.854,-2.9394405166308086,0.0,0.0,0.48413333333333336,0.6566831683168316,3.683428254723549,0.8166666666666667,0.0020717221819572806,272,1,nan,nan,nan,0.1,0.02,0.007486126333889034
kl,updated_rm_static_kl,0,10,full_rm,onehot,96,2,16,0.802,-2.1272597432136537,-0.051999999999999935,-0.04826732673267319,0.505625,0.6766321163366336,3.683428254723549,0.8166666666666667,0.0010104039690760655,272,0,nan,nan,nan,0.1,0.02,0.0033628743452330427
kl,updated_rm_static_kl,0,10,full_rm,onehot,96,2,17,0.7633333333333333,-3.0139024098714193,-0.09066666666666667,-0.08415841584158414,0.521921568627451,0.69175888177053,3.683428254723549,0.8166666666666667,0.0007445506433077263,272,0,nan,nan,nan,0.1,0.02,0.0030570564170678454
kl,updated_rm_static_kl,0,10,full_rm,onehot,96,2,18,0.8466666666666665,-2.1699717164039614,-0.007333333333333525,-0.006806930693069482,0.5376481481481482,0.7063565731573157,3.683428254723549,0.8166666666666667,0.0008733954012872185,272,0,nan,nan,nan,0.1,0.02,0.0031304180415140256
kl,updated_rm_static_kl,0,10,full_rm,onehot,96,2,19,0.8819999999999999,-2.0084860136111575,0.0,0.0,0.5548421052631579,0.7040187924576219,3.683428254723549,0.8166666666666667,0.000519230207102431,272,0,nan,nan,nan,0.1,0.02,0.0011760626091725295
kl,updated_rm_static_kl,0,10,full_rm,onehot,96,2,20,0.8673333333333333,-1.5176694095134735,-0.014666666666666606,-0.013268998793727326,0.5708333333333333,0.7184861278648977,1.7495061680674553,0.7833333333333333,0.0016645087489200092,320,1,nan,nan,nan,0.1,0.02,0.008038200593243042
kl,updated_rm_static_kl,0,10,full_rm,onehot,96,2,21,0.8386666666666666,-1.9765696247418723,-0.043333333333333335,-0.039203860072376355,0.5842698412698412,0.7306421965649952,1.7495061680674553,0.7833333333333333,0.0016441170469903873,320,0,nan,nan,nan,0.1,0.02,0.007586345490482118
kl,updated_rm_static_kl,0,10,full_rm,onehot,96,2,22,0.7066666666666668,-2.5367192844549815,-0.17533333333333312,-0.15862484921592257,0.5928333333333333,0.7383896260554887,1.7495061680674553,0.7833333333333333,0.0007602542707826282,320,0,nan,nan,nan,0.1,0.02,0.003043422837638193
