method,seed,grid_size,rm_variant,rm_hidden,rm_layers,outer_iter,true_eval_return,learned_eval_return,true_ndh,true_ndh_norm,reward_model_drift,reward_model_pref_accuracy,clip_epsilon,clip_eps_base,critic_error,approx_policy_kl,preference_dataset_size,rm_updated
fixed_rm,2,10,broken_rm,8,1,8,-0.024666666666666875,0.32500613828500113,-0.566,-0.8171318575553416,0.0,0.8833333333333333,0.2,0.2,nan,0.0005397111326981471,128,0
fixed_rm,2,10,broken_rm,8,1,9,0.05399999999999982,0.5879540006319682,-0.4873333333333333,-0.7035611164581328,0.0,0.8833333333333333,0.2,0.2,nan,0.0004029280608381647,128,0
fixed_rm,2,10,broken_rm,8,1,10,-0.06400000000000024,0.6420549223820369,-0.6053333333333334,-0.8739172281039462,0.0,0.8833333333333333,0.2,0.2,nan,0.0003307911423210377,128,0
fixed_rm,2,10,broken_rm,8,1,11,-0.1300000000000002,1.020847500860691,-0.6713333333333333,-0.9692011549566891,0.0,0.8833333333333333,0.2,0.2,nan,0.0004055235598091314,128,0
fixed_rm,2,10,broken_rm,8,1,12,-0.44666666666666704,1.2661804417769114,-0.9880000000000002,-1.4263715110683353,0.0,0.8833333333333333,0.2,0.2,nan,0.0011427026206801477,128,0
fixed_rm,2,10,broken_rm,8,1,13,-0.17333333333333367,1.612789163986842,-0.7146666666666668,-1.0317613089509146,0.0,0.8833333333333333,0.2,0.2,nan,0.0015373072911239862,128,0
fixed_rm,2,10,broken_rm,8,1,14,-0.394666666666667,1.4420173972845078,-0.9360000000000002,-1.3512993262752648,0.0,0.8833333333333333,0.2,0.2,nan,0.0011322558967398417,128,0
fixed_rm,2,10,broken_rm,8,1,15,-0.024000000000000198,1.8797444934646288,-0.5653333333333334,-0.8161693936477382,0.0,0.8833333333333333,0.2,0.2,nan,0.0009058585856618555,128,0
fixed_rm,2,10,broken_rm,8,1,16,-0.17866666666666695,1.989346088965734,-0.7200000000000001,-1.0394610202117422,0.0,0.8833333333333333,0.2,0.2,nan,0.0009312788977367938,128,0
fixed_rm,2,10,broken_rm,8,1,17,-0.24000000000000027,1.953165846069654,-0.7813333333333334,-1.128007699711261,0.0,0.8833333333333333,0.2,0.2,nan,0.0011106768190027256,128,0
fixed_rm,2,10,broken_rm,8,1,18,-0.332666666666667,2.522136155764262,-0.8740000000000001,-1.2617901828681426,0.0,0.8833333333333333,0.2,0.2,nan,0.0013811155423458232,128,0
fixed_rm,2,10,broken_rm,8,1,19,-0.0260000000000002,1.485142463942369,-0.5673333333333334,-0.8190567853705486,0.0,0.8833333333333333,0.2,0.2,nan,0.002122953577365345,128,0
fixed_rm,2,10,broken_rm,8,1,20,-0.23333333333333364,2.32371778935194,-0.7746666666666667,-1.1183830606352263,0.0,0.8833333333333333,0.2,0.2,nan,0.0012295841049763975,128,0
fixed_rm,2,10,broken_rm,8,1,21,-0.2420000000000003,2.669085603952408,-0.7833333333333334,-1.1308950914340714,0.0,0.8833333333333333,0.2,0.2,nan,0.0015790586208611593,128,0
fixed_rm,2,10,broken_rm,8,1,22,-0.39800000000000035,2.984242637952169,-0.9393333333333335,-1.3561116458132823,0.0,0.8833333333333333,0.2,0.2,nan,0.0012473346459897137,128,0
fixed_rm,2,10,broken_rm,8,1,23,-0.2453333333333336,3.1823129256566367,-0.7866666666666667,-1.1357074109720886,0.0,0.8833333333333333,0.2,0.2,nan,0.001215950780476976,128,0
fixed_rm,2,10,broken_rm,8,1,24,-0.420666666666667,3.286612137158712,-0.9620000000000002,-1.3888354186718002,0.0,0.8833333333333333,0.2,0.2,nan,0.001522639265759817,128,0
vanilla_updated_rm,0,10,broken_rm,8,1,0,-0.1726666666666669,-0.09141703049341837,0.0,0.0,0.0,0.7333333333333333,0.2,0.2,nan,0.00011577713762124982,128,0
vanilla_updated_rm,0,10,broken_rm,8,1,1,-0.34733333333333366,-0.10801481902599334,-0.17466666666666675,0.0,0.0,0.7333333333333333,0.2,0.2,nan,0.000164555471157124,128,0
vanilla_updated_rm,0,10,broken_rm,8,1,2,0.09133333333333313,0.14147218068440756,0.0,0.0,0.0,0.7333333333333333,0.2,0.2,nan,0.00017773101986527805,128,0
vanilla_updated_rm,0,10,broken_rm,8,1,3,0.09599999999999981,-0.08279457290967306,0.0,0.0,0.0,0.7333333333333333,0.2,0.2,nan,0.00023926929088709709,128,0
vanilla_updated_rm,0,10,broken_rm,8,1,4,0.5399999999999998,0.5024517407019933,0.0,0.0,0.0,0.7333333333333333,0.2,0.2,nan,0.0005804584698126639,128,0
vanilla_updated_rm,0,10,broken_rm,8,1,5,0.5719999999999998,-0.08994153290987014,0.0,0.0,0.9600786026567221,0.85,0.2,0.2,nan,0.0005253459338899048,176,1
vanilla_updated_rm,0,10,broken_rm,8,1,6,0.6393333333333331,-0.11253958493471146,0.0,0.0,0.9600786026567221,0.85,0.2,0.2,nan,0.00043961824621258083,176,0
vanilla_updated_rm,0,10,broken_rm,8,1,7,0.8006666666666666,-0.5860087455560764,0.0,0.0,0.9600786026567221,0.85,0.2,0.2,nan,0.00041775326357983914,176,0
vanilla_updated_rm,0,10,broken_rm,8,1,8,0.6566666666666666,-0.15556999295949936,-0.14400000000000002,-0.14794520547945203,0.9600786026567221,0.85,0.2,0.2,nan,0.00022172086098584676,176,0
vanilla_updated_rm,0,10,broken_rm,8,1,9,0.8033333333333332,-0.2783858646949132,0.0,0.0,0.9600786026567221,0.85,0.2,0.2,nan,0.0004468158002454148,176,0
vanilla_updated_rm,0,10,broken_rm,8,1,10,0.7873333333333333,-0.6160944660504659,-0.015999999999999903,-0.016393442622950716,0.6944995351135731,0.7833333333333333,0.2,0.2,nan,0.002387819342377461,224,1
vanilla_updated_rm,0,10,broken_rm,8,1,11,0.8306666666666666,-0.48073940922816594,0.0,0.0,0.6944995351135731,0.7833333333333333,0.2,0.2,nan,0.0009887594261627065,224,0
vanilla_updated_rm,0,10,broken_rm,8,1,12,0.8413333333333334,-0.16321270217498143,0.0,0.0,0.6944995351135731,0.7833333333333333,0.2,0.2,nan,0.00272603447390598,224,0
vanilla_updated_rm,0,10,broken_rm,8,1,13,0.19133333333333316,0.2876609474420547,-0.6500000000000002,-0.6410256410256411,0.6944995351135731,0.7833333333333333,0.2,0.2,nan,0.003077168551044954,224,0
vanilla_updated_rm,0,10,broken_rm,8,1,14,0.31799999999999984,0.5678947190443675,-0.5233333333333335,-0.5161078238001315,0.6944995351135731,0.7833333333333333,0.2,0.2,nan,0.0015093579027814557,224,0
vanilla_updated_rm,0,10,broken_rm,8,1,15,0.5226666666666666,-0.8993462026119232,-0.31866666666666676,-0.31426692965154507,0.28609247989952563,0.75,0.2,0.2,nan,0.002048282322992201,272,1
vanilla_updated_rm,0,10,broken_rm,8,1,16,0.6893333333333332,-1.0517748057842256,-0.15200000000000014,-0.14990138067061154,0.28609247989952563,0.75,0.2,0.2,nan,0.0012513111081490624,272,0
vanilla_updated_rm,0,10,broken_rm,8,1,17,0.772,-0.7156637243926525,-0.06933333333333336,-0.06837606837606838,0.28609247989952563,0.75,0.2,0.2,nan,0.001939424995018643,272,0
vanilla_updated_rm,0,10,broken_rm,8,1,18,0.794,-0.5089524408181508,-0.04733333333333334,-0.046679815910585135,0.28609247989952563,0.75,0.2,0.2,nan,0.0005966990429191527,272,0
vanilla_updated_rm,0,10,broken_rm,8,1,19,0.7946666666666666,-0.7903192068139712,-0.046666666666666745,-0.04602235371466147,0.28609247989952563,0.75,0.2,0.2,nan,0.0015303042001167636,272,0
vanilla_updated_rm,0,10,broken_rm,8,1,20,0.8013333333333333,-0.7218909233808517,-0.040000000000000036,-0.03944773175542409,0.35162574648857114,0.75,0.2,0.2,nan,0.0052175730362859435,320,1
vanilla_updated_rm,0,10,broken_rm,8,1,21,0.8453333333333333,-0.9468934605518977,0.0,0.0,0.35162574648857114,0.75,0.2,0.2,nan,0.0005279975013462415,320,0
vanilla_updated_rm,0,10,broken_rm,8,1,22,0.7866666666666666,-0.5275834277272224,-0.058666666666666645,-0.057629338572364075,0.35162574648857114,0.75,0.2,0.2,nan,0.0013577177435311956,320,0
vanilla_updated_rm,0,10,broken_rm,8,1,23,0.8726666666666666,-0.5658903310696284,0.0,0.0,0.35162574648857114,0.75,0.2,0.2,nan,0.0013894089901342673,320,0
vanilla_updated_rm,0,10,broken_rm,8,1,24,0.8886666666666667,-0.32756079037984215,0.0,0.0,0.35162574648857114,0.75,0.2,0.2,nan,0.0015270419809467381,320,0
vanilla_updated_rm,1,10,broken_rm,8,1,0,-0.5300000000000005,-0.3773530195156733,0.0,0.0,0.0,0.75,0.2,0.2,nan,0.0001238194284446443,128,0
vanilla_updated_rm,1,10,broken_rm,8,1,1,0.0906666666666665,-0.6039214057226976,0.0,0.0,0.0,0.75,0.2,0.2,nan,0.0002845050936458192,128,0
vanilla_updated_rm,1,10,broken_rm,8,1,2,-0.08933333333333356,0.08664009670416514,-0.18000000000000005,-0.2900107411385606,0.0,0.75,0.2,0.2,nan,0.00037616676672144126,128,0
vanilla_updated_rm,1,10,broken_rm,8,1,3,0.07066666666666646,0.1442724327246348,-0.020000000000000046,-0.032223415682062356,0.0,0.75,0.2,0.2,nan,0.0003998898570091077,128,0
vanilla_updated_rm,1,10,broken_rm,8,1,4,0.5166666666666665,0.27719663580258685,0.0,0.0,0.0,0.75,0.2,0.2,nan,0.0003381018888433735,128,0
vanilla_updated_rm,1,10,broken_rm,8,1,5,0.8099999999999999,-0.5188374742865562,0.0,0.0,1.657661228813231,0.8,0.2,0.2,nan,0.0013825568200396174,176,1
vanilla_updated_rm,1,10,broken_rm,8,1,6,0.7093333333333334,-0.22722029021630685,-0.10066666666666657,-0.07512437810945265,1.657661228813231,0.8,0.2,0.2,nan,0.001021669482245188,176,0
vanilla_updated_rm,1,10,broken_rm,8,1,7,0.808,-0.027478825797637305,-0.0019999999999998908,-0.0014925373134327539,1.657661228813231,0.8,0.2,0.2,nan,0.0007802070448660387,176,0
vanilla_updated_rm,1,10,broken_rm,8,1,8,0.7639999999999998,0.030155324935913087,-0.04600000000000015,-0.03432835820895533,1.657661228813231,0.8,0.2,0.2,nan,0.0009524891534058875,176,0
vanilla_updated_rm,1,10,broken_rm,8,1,9,0.46599999999999986,0.7514183163642884,-0.3440000000000001,-0.25671641791044775,1.657661228813231,0.8,0.2,0.2,nan,0.0005684511997971147,176,0
vanilla_updated_rm,1,10,broken_rm,8,1,10,0.872,-1.0911524405082067,0.0,0.0,1.187154145166278,0.7666666666666667,0.2,0.2,nan,0.0044532854240060815,224,1
vanilla_updated_rm,1,10,broken_rm,8,1,11,0.8266666666666664,-0.8500583117206891,-0.04533333333333356,-0.03233475986685702,1.187154145166278,0.7666666666666667,0.2,0.2,nan,0.0006429189561208045,224,0
vanilla_updated_rm,1,10,broken_rm,8,1,12,0.864,-0.7312300364176433,-0.008000000000000007,-0.005706134094151215,1.187154145166278,0.7666666666666667,0.2,0.2,nan,0.0013794505020744757,224,0
vanilla_updated_rm,1,10,broken_rm,8,1,13,0.836,-0.6855465988318126,-0.03600000000000003,-0.02567760342368047,1.187154145166278,0.7666666666666667,0.2,0.2,nan,0.002887005393000217,224,0
vanilla_updated_rm,1,10,broken_rm,8,1,14,0.8733333333333333,-0.6861714522043864,0.0,0.0,1.187154145166278,0.7666666666666667,0.2,0.2,nan,0.0009262078733125055,224,0
vanilla_updated_rm,1,10,broken_rm,8,1,15,0.8993333333333332,-1.1198073506355286,0.0,0.0,1.0991775089874865,0.7666666666666667,0.2,0.2,nan,0.0030287407772173914,272,1
vanilla_updated_rm,1,10,broken_rm,8,1,16,0.8800000000000002,-1.1563057844837508,-0.01933333333333298,-0.013526119402984826,1.0991775089874865,0.7666666666666667,0.2,0.2,nan,0.00035498681730475323,272,0
vanilla_updated_rm,1,10,broken_rm,8,1,17,0.8866666666666665,-1.270826256275177,-0.012666666666666715,-0.008861940298507495,1.0991775089874865,0.7666666666666667,0.2,0.2,nan,0.0017978566894249481,272,0
vanilla_updated_rm,1,10,broken_rm,8,1,18,0.896,-1.0216073989868164,-0.0033333333333331883,-0.0023320895522387043,1.0991775089874865,0.7666666666666667,0.2,0.2,nan,0.002131100429854735,272,0
vanilla_updated_rm,1,10,broken_rm,8,1,19,0.9199999999999999,-0.9180036028226216,0.0,0.0,1.0991775089874865,0.7666666666666667,0.2,0.2,nan,0.0026617524818756183,272,0
vanilla_updated_rm,1,10,broken_rm,8,1,20,0.916,-1.1582848032315571,-0.0039999999999998925,-0.0027586206896550976,0.9097622618079185,0.75,0.2,0.2,nan,0.002991179879473372,320,1
vanilla_updated_rm,1,10,broken_rm,8,1,21,0.9193333333333332,-1.2326279739538828,-0.0006666666666667043,-0.0004597701149425545,0.9097622618079185,0.75,0.2,0.2,nan,0.004580202484047095,320,0
vanilla_updated_rm,1,10,broken_rm,8,1,22,0.9346666666666668,-1.0003360907236736,0.0,0.0,0.9097622618079185,0.75,0.2,0.2,nan,0.00232302683773279,320,0
vanilla_updated_rm,1,10,broken_rm,8,1,23,0.9146666666666668,-0.8697771847248077,-0.019999999999999907,-0.013654984069185184,0.9097622618079185,0.75,0.2,0.2,nan,0.004590678239563137,320,0
vanilla_updated_rm,1,10,broken_rm,8,1,24,0.9,-0.7814900676409403,-0.034666666666666734,-0.023668639053254475,0.9097622618079185,0.75,0.2,0.2,nan,0.004355140720488843,320,0
vanilla_updated_rm,2,10,broken_rm,8,1,0,-0.15133333333333354,-1.2200423911213876,0.0,0.0,0.0,0.8833333333333333,0.2,0.2,nan,0.00021899190686113727,128,0
vanilla_updated_rm,2,10,broken_rm,8,1,1,-0.19266666666666696,-0.7629874467849731,-0.041333333333333416,0.0,0.0,0.8833333333333333,0.2,0.2,nan,0.0003416687388867653,128,0
vanilla_updated_rm,2,10,broken_rm,8,1,2,-0.08400000000000023,-0.29959807147582374,0.0,0.0,0.0,0.8833333333333333,0.2,0.2,nan,0.00014096975886945497,128,0
vanilla_updated_rm,2,10,broken_rm,8,1,3,0.19266666666666646,-0.020414906740188598,0.0,0.0,0.0,0.8833333333333333,0.2,0.2,nan,0.0003869669866201322,128,0
vanilla_updated_rm,2,10,broken_rm,8,1,4,0.4799999999999998,-0.18018407424290975,0.0,0.0,0.0,0.8833333333333333,0.2,0.2,nan,0.0004540310872854256,128,0
vanilla_updated_rm,2,10,broken_rm,8,1,5,0.46933333333333327,-0.3967588469386101,-0.010666666666666547,-0.016895459345300762,0.9178285407833755,0.8666666666666667,0.2,0.2,nan,0.001702278147806531,176,1
vanilla_updated_rm,2,10,broken_rm,8,1,6,0.7040000000000001,-0.7153550272186597,0.0,0.0,0.9178285407833755,0.8666666666666667,0.2,0.2,nan,0.0007249333560190585,176,0
vanilla_updated_rm,2,10,broken_rm,8,1,7,0.8213333333333335,-0.21551651159922283,0.0,0.0,0.9178285407833755,0.8666666666666667,0.2,0.2,nan,0.0011496855107683648,176,0
vanilla_updated_rm,2,10,broken_rm,8,1,8,0.8260000000000001,-0.27906338026126226,0.0,0.0,0.9178285407833755,0.8666666666666667,0.2,0.2,nan,0.00028374957925188704,176,0
vanilla_updated_rm,2,10,broken_rm,8,1,9,0.8533333333333333,-0.006216389934221903,0.0,0.0,0.9178285407833755,0.8666666666666667,0.2,0.2,nan,0.0007058214806776134,176,0
vanilla_updated_rm,2,10,broken_rm,8,1,10,0.8246666666666667,-0.3115505501627922,-0.028666666666666618,-0.02853351028533505,0.8767784071154893,0.8833333333333333,0.2,0.2,nan,0.0015662544328484346,224,1
vanilla_updated_rm,2,10,broken_rm,8,1,11,0.8039999999999999,-0.2607507641116778,-0.04933333333333334,-0.0491041804910418,0.8767784071154893,0.8833333333333333,0.2,0.2,nan,0.004567957628498699,224,0
vanilla_updated_rm,2,10,broken_rm,8,1,12,0.8246666666666667,-0.13753273834784827,-0.028666666666666618,-0.02853351028533505,0.8767784071154893,0.8833333333333333,0.2,0.2,nan,0.0009806858709759145,224,0
vanilla_updated_rm,2,10,broken_rm,8,1,13,0.5619999999999998,0.28546209981044135,-0.29133333333333344,-0.289980092899801,0.8767784071154893,0.8833333333333333,0.2,0.2,nan,0.002365199937938181,224,0
vanilla_updated_rm,2,10,broken_rm,8,1,14,0.3099999999999998,0.9091099406282107,-0.5433333333333334,-0.5408095554080956,0.8767784071154893,0.8833333333333333,0.2,0.2,nan,0.0025382069832936777,224,0
vanilla_updated_rm,2,10,broken_rm,8,1,15,0.7293333333333333,-1.082963320116202,-0.124,-0.12342402123424019,1.1895489633083343,0.8666666666666667,0.2,0.2,nan,0.0032095568275913528,272,1
vanilla_updated_rm,2,10,broken_rm,8,1,16,0.8113333333333332,-0.6791773875554402,-0.04200000000000004,-0.04180491041804914,1.1895489633083343,0.8666666666666667,0.2,0.2,nan,0.0036144364854006445,272,0
